# All times in milliseconds (msec)
# Column 1 = input data size
# Column 2 = avg time array-seq insert front
# Column 3 = avg time vector insert front
# Column 4 = avg time array-seq insert middle
# Column 5 = avg time vector insert middle
# Column 6 = avg time array-seq insert end
# Column 7 = avg time vector insert end
# Column 8 = avg time array-seq update front
# Column 9 = avg time vector update front
# Column 10 = avg time array-seq update middle
# Column 11 = avg time vector update middle
# Column 12 = avg time array-seq update end
# Column 13 = avg time vector update end
# Column 14 = avg time array-seq erase front
# Column 15 = avg time vector erase front
0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
524288 1.60 0.40 0.60 0.40 0.40 0.40 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
1000000 3.00 0.60 1.00 0.60 0.00 0.60 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.20 0.00 0.00 0.00
1048576 4.00 0.60 2.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
2000000 6.00 1.20 3.00 1.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 1.00 0.00 0.00 0.00
2097152 9.00 1.60 5.20 0.00 0.60 1.40 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 2.00 0.00 0.00 0.00
3000000 10.00 1.80 4.60 2.40 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 2.40 0.00 0.00 0.00
4000000 13.00 2.60 6.00 2.40 0.00 2.40 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 3.00 0.00 0.00 0.00
4194304 18.00 3.60 11.20 0.20 4.00 0.20 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 3.00 0.00 0.00 0.00
5000000 16.20 4.00 8.00 3.20 0.00 3.20 0.00 0.00 0.00 0.00 0.00 0.00 9.00 1.00 4.00 0.00 0.00 0.00
6000000 19.00 4.60 9.00 3.80 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 11.00 1.00 5.00 0.00 0.00 0.00
7000000 23.00 5.40 11.00 4.40 0.00 4.40 0.00 0.00 0.00 0.00 0.00 0.00 13.00 1.00 6.00 0.00 0.00 0.00
8000000 26.20 6.20 13.00 5.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00 14.40 1.00 7.00 0.00 0.00 0.00
8388608 35.00 7.40 21.60 6.40 8.40 5.80 0.00 0.00 0.00 0.00 0.00 0.00 15.00 1.20 7.00 0.00 0.00 0.00
9000000 29.20 7.80 14.00 7.00 0.00 6.40 0.00 0.00 0.00 0.00 0.00 0.00 16.80 2.00 8.00 0.60 0.00 0.00
10000000 33.00 8.40 16.20 7.60 0.00 6.80 0.00 0.00 0.00 0.00 0.00 0.00 18.00 2.00 9.00 1.00 0.00 0.00
11000000 36.00 9.20 18.00 8.40 0.00 7.60 0.00 0.00 0.00 0.00 0.00 0.00 20.00 2.00 10.00 1.00 0.00 0.00
12000000 39.20 10.80 19.40 9.00 0.00 8.20 0.00 0.00 0.00 0.00 0.00 0.00 22.00 2.00 11.00 1.00 0.00 0.00
